game,exclude,start,end,text,speaker,trialNumStart,trialNumEnd
game46,NA,356,358,No.,id24,10.5,11
game46,NA,358,360,That's okay if we're wrong.,M,11,11
game46,NA,360,362,Now what do we see?,I,11,11
game46,NA,362,364,A boat.,id23,11,11
game46,NA,364,366,See a boat.,I,11,11
game46,NA,366,368,Great.,I,11,11.5
game46,NA,368,370,Yes.,id24,11.5,11.5
game46,NA,370,372,All right.,M,11.5,12
game46,NA,372,374,Now your turn to describe or tell.,M,12,12
game46,NA,374,376,What do we see there?,I,12,12
game46,NA,376,378,A dog.,id24,12,12
game46,NA,378,380,And.,id24,12,12
game46,NA,382,384,What does it look like?,M,12,12
game46,NA,384,388,I mean a camera?,id24,12,12
game46,NA,388,390,A camera?,I,12,12
game46,NA,390,392,A camera.,M,12,12
game46,NA,392,394,Hmm.,I,12,12
game46,NA,394,396,And what?,id23,12,12
game46,NA,398,400,That's okay.,I,12.5,12.5
game46,NA,400,402,That's all right.,I,12.5,13
game46,NA,402,404,That's okay.,I,13,13
game46,NA,404,406,I can't remember what it looks like.,id24,13,13
game46,NA,406,408,Now what do we see in the box?,I,13,13
game46,NA,410,412,A person jumping again.,id23,13,13
game46,NA,412,414,A person jumping again.,I,13,13
game46,NA,420,422,Great.,I,13,NA
game46,NA,422,424,Let's pass it on.,I,13,NA
game46,NA,424,426,We're done.,I,13,NA
game46,NA,426,428,Thank you guys for playing our game and helping Smurfie.,M,13,NA
game46,NA,428,430,Thank you guys so much.,I,13,NA
game46,NA,430,432,"All right, my friends. I'm going to go ahead and turn off the camera.",M,13,NA
game46,NA,432,434,Do you guys want to wave bye?,M,13,NA
game46,NA,434,442,Bye bye.,I,13,NA
game47,NA,-124,-123,It should be ready.,I,NA,0
game47,NA,-123,-122,Are you guys ready?,I,NA,0
game47,NA,-120,-115,"Okay, so my friends, today we will be playing a matching game.",I,NA,0
game47,NA,-115,-113,Do you guys know what a matching game is?,I,NA,0
game47,NA,-111,-110,Let me show you how it works.,I,NA,0
game47,NA,-109,-107,This is going to be Smurphy.,I,NA,0
game47,NA,-107,-106,Let's say hi to Smurphy.,I,NA,0
game47,NA,-106,-105,Hi Smurphy.,id26,NA,0
game47,NA,-105,-104,Hi.,I,NA,0
game47,NA,-104,-103,Hi.,id25,NA,0
game47,NA,-103,-100,Now Smurphy really wants to play this game today.,I,NA,0
game47,NA,-100,-97,And he specifically wants to guess.,I,NA,0
game47,NA,-97,-92,"So in front of you guys, you will see two pictures on your screens.",I,NA,0
game47,NA,-92,-87,But only one of you friends will see a picture in a black box.,I,NA,0
game47,NA,-87,-86,Okay?,I,NA,0
game47,NA,-86,-83,And Smurphy wants to guess that picture in the black box.,I,NA,0
game47,NA,-83,-80,"So let's say [id26], you'll have Smurphy, right?",I,NA,0
game47,NA,-80,-75,"If you have Smurphy, you will help Smurphy guess which picture is in the black box.",I,NA,0
game47,NA,-75,-74,Okay?,I,NA,0
game47,NA,-74,-68,"But if [id25], you don't have Smurphy, you will tell [id26] and Smurphy what you see in the black box.",I,NA,0
game47,NA,-68,-65,So that they can make the right choice.,I,NA,0
game47,NA,-65,-64,Yeah?,I,NA,0
game47,NA,-64,-63,So let's try it out.,I,NA,0
game47,NA,-63,-61,"[id26], let's say you have Smurphy.",I,NA,0
game47,NA,-61,-58,Will you be the guesser or will you be the teller?,I,NA,0
game47,NA,-58,-56,I will be the teller.,id26,NA,0
game47,NA,-56,-53,You will be the guesser because Smurphy wants to guess.,I,NA,0
game47,NA,-53,-52,Okay.,id26,NA,0
game47,NA,-52,-47,"And [id25], if you don't have Smurphy, will you be the guesser or will you be the teller?",I,NA,0
game47,NA,-47,-46,The teller?,id25,NA,0
game47,NA,-46,-40,You will be the teller because you will tell Smurphy and [id26] what you see in the black box.,I,NA,0
game47,NA,-40,-34,"Now, so to make our decisions, we will just tap on the screen once and that'll seal it.",I,NA,0
game47,NA,-34,-31,"Now, on the screen, you will see an image.",I,NA,0
game47,NA,-31,-27,"If you see a smiley face, a happy face, then great.",I,NA,0
game47,NA,-27,-22,It was a match and you found the picture that was in the black box.,I,NA,0
game47,NA,-22,-15,"If you see a sad face, it wasn't a match, but it's completely okay and we will move on to the next round.",I,NA,0
game47,NA,-15,-13,Does that sound good to you guys?,I,NA,0
game47,NA,-13,-11,Do we have any questions?,I,NA,0
game47,NA,-11,-9,Do you have any questions?,I,NA,0
game47,NA,-9,-8,No.,id26,NA,0
game47,NA,-8,-6,"Okay, so should we try it out?",I,NA,0
game47,NA,-6,-5,Okay.,I,NA,0
game47,NA,-5,0,"So to begin the game, we will both tap on the blue arrow.",I,NA,0
game47,NA,0,1,Yes.,I,NA,0
game47,NA,1,3,"Well, let's see.",I,0,0
game47,NA,3,6,So it looks like [id26] has a picture in the black box.,I,0,0
game47,NA,6,9,"So [id25], you will hold Smurphy and we will guess.",I,0,0
game47,NA,9,10,Okay.,I,0,0
game47,NA,10,13,"So [id26], what do we see in the black box?",I,0,0
game47,NA,13,14,A doggy.,id26,0,0
game47,NA,14,16,She sees a doggy.,I,0,0
game47,NA,16,17,Do you see a doggy?,I,0,0
game47,NA,17,21,Mm-hmm.,id25,0,0.5
game47,NA,21,22,Great.,I,0,0.5
game47,NA,22,26,And now we will move on and [id26] will be guessing.,I,0.5,1
game47,NA,26,28,"So [id25], what do we see in the black box?",I,1,1
game47,NA,28,30,It's apple.,id25,1,1
game47,NA,30,31,Do you see an apple?,I,1,1
game47,NA,31,33,Let's press it.,I,1,1.5
game47,NA,33,34,Great job.,I,1,1.5
game47,NA,34,36,So we'll just continue like this.,I,1.5,1.5
game47,NA,36,39,"So [id25], you can hold Smurphy now.",I,1.5,2
game47,NA,39,42,"And [id26], what do we see in the black box now?",I,2,2
game47,NA,42,43,A birdie.,id26,2,2
game47,NA,43,45,A birdie.,I,2,2
game47,NA,45,48,Is this the birdie or is this the birdie?,id25,2,2
game47,NA,48,49,Hmm.,I,2,2
game47,NA,49,52,Can we tell [id25] a little bit more about what you see?,I,2,2
game47,NA,52,55,I see a birdie that's flying.,id26,2,2
game47,NA,55,57,She sees a birdie that's flying.,I,2,2
game47,NA,57,60,Could it be this one?,id25,2,2
game47,NA,60,65,"If you think that's your match, we just press it.",I,2,2.5
game47,NA,65,66,That's okay.,I,2.5,2.5
game47,NA,66,68,We'll move on to the next round.,I,2.5,3
game47,NA,68,70,Thank you guys for helping.,I,3,3
game47,NA,70,73,"Now what do we see, [id25]?",I,3,3
game47,NA,73,80,A person maybe walking-,id25,3,3
game47,NA,80,82,A person that's walking.,id26,3,3
game47,NA,82,90,I see a person that's walking.,id26,3,3
game47,NA,90,93,"It's an interesting one, huh?",I,3,3
game47,NA,93,102,Yeah.,I,3,3
game47,NA,102,109,It kind of looks like...,id25,3,3
game47,NA,109,120,Smurfy wants to make a good guess.,I,3,3
game47,NA,120,123,Maybe it looks like person that doesn't have any arms.,id26,3,3
game47,NA,123,125,Does it look like that?,I,3,3
game47,NA,125,126,Kind of.,id25,3,3
game47,NA,126,127,Kind of.,I,3,3
game47,NA,127,131,It might look like an angel.,id26,3,3.5
game47,NA,131,132,That's okay.,I,3.5,3.5
game47,NA,132,135,We can move on to the next one.,I,3.5,4
game47,NA,135,137,Thank you guys for communicating.,I,4,4
game47,NA,137,138,There you go.,I,4,4
game47,NA,138,144,Now [id26] what do we see in this black box?,I,4,4
game47,NA,144,147,Why is this the same thing?,id26,4,4
game47,NA,147,150,We'll just describe what we see in the black box.,I,4,4
game47,NA,150,152,What does it look like?,I,4,4
game47,NA,152,156,A person.,id26,4,4
game47,NA,156,163,I don't know if that's a person.,id26,4,4
game47,NA,163,167,It looks like a person but it's not.,id26,4,4
game47,NA,167,169,The one in the black box?,I,4,4
game47,NA,169,176,It looks like a person but it's not.,I,4,4.5
game47,NA,176,177,That's okay.,I,4.5,4.5
game47,NA,177,179,We'll move on to the next one.,I,4.5,5
game47,NA,179,180,Here you go.,I,5,5
game47,NA,180,182,"You'll be guessing, okay?",I,5,5
game47,NA,182,185,"[id25], what do we see in the black box?",I,5,5
game47,NA,185,199,I don't know if it's a water fountain but it kind of looks like it.,id25,5,5
game47,NA,199,203,It kind of looks like a water fountain.,I,5,5
game47,NA,203,209,"If that's your match, go ahead and press it.",I,5,5.5
game47,NA,209,210,Great.,I,5.5,5.5
game47,NA,210,215,You guys helped Smurfy find the match.,I,5.5,6
game47,NA,215,219,"[id26], what do we see in the black box now?",I,6,6
game47,NA,219,225,I see a Lego.,id26,6,6
game47,NA,225,228,You see a Lego?,I,6,6
game47,NA,228,231,I don't know if I see a Lego.,id25,6,6
game47,NA,231,234,I don't know what it's that.,id26,6,6
game47,NA,234,239,Why is this not a person without any arms and I don't know what it is?,id26,6,6
game47,NA,239,245,She says it's kind of not a person without any arms.,I,6,6.5
game47,NA,245,246,Great.,I,6.5,6.5
game47,NA,246,247,Yeah.,id26,6.5,6.5
game47,NA,247,249,"Okay, there you go.",I,6.5,7
game47,NA,249,252,"Now [id25], what do we see in the black box?",I,7,7
game47,NA,252,255,It kind of looks like an angel.,id25,7,7
game47,NA,255,257,It kind of looks like an angel.,I,7,7
game47,NA,257,258,Angel.,id25,7,7
game47,NA,258,261,Do you see an angel?,I,7,7
game47,NA,261,272,That looks like an angel to me.,id26,7,7
game47,NA,272,275,"Well, if you think so, press it.",I,7,7.5
game47,NA,275,277,Great.,I,7,7.5
game47,NA,277,279,It's an angel.,id26,7.5,8
game47,NA,279,281,Let's pass it over.,I,8,8
game47,NA,281,284,Now what do we see [id26] in the black box?,I,8,8
game47,NA,284,287,A person holding up plate.,id26,8,8
game47,NA,287,290,A person that's holding up plate.,I,8,8
game47,NA,290,293,Great.,I,8,8.5
game47,NA,293,295,There you go.,I,8.5,9
game47,NA,295,299,"[id25], now what do we see?",I,8.5,9
game47,NA,299,301,There's so much glitter on me.,id26,9,9
game47,NA,301,303,"Oh, is it sand?",id26,9,9
game47,NA,303,304,Maybe sand.,I,9,9
game47,NA,304,311,It kind of looks like someone flying a plane without a cover.,id25,9,9
game47,NA,311,313,"If you have a match, tap it.",I,9,9.5
game47,NA,313,315,Great.,I,9,9.5
game47,NA,315,317,There you go.,I,9.5,10
game47,NA,317,321,"Now [id26], what do we see in the black box?",I,10,10
game47,NA,321,325,I see an angel.,id26,10,10
game47,NA,325,327,She sees an angel.,I,10,10.5
game47,NA,327,330,Great.,I,10,10.5
game47,NA,330,333,Now what do we see [id25]?,I,10.5,11
game47,NA,333,342,A person that kind of looks sad without any arms walking away from maybe.,id25,11,11.5
game47,NA,342,345,Great.,I,11,11.5
game47,NA,345,347,There you go.,I,11.5,12
game47,NA,347,349,Now what do we see [id26]?,I,12,12
game47,NA,349,357,"I see a person that's flying a plane, but the person is flying a plane.",id26,12,12.5
game47,NA,357,359,Great.,I,12.5,12.5
game47,NA,359,362,There you go.,I,12.5,13
game47,NA,362,365,Now what do we see [id25]?,I,13,13
game47,NA,365,369,Kind of looks like someone building a funnel.,id25,13,13
game47,NA,369,372,Someone building a funnel.,I,13,13
game47,NA,372,376,Great.,I,13,NA
game47,NA,376,379,There you go.,I,13,NA
game47,NA,379,381,And we are done with the game.,I,13,NA
game47,NA,381,383,Thank you guys so much for playing with us.,I,13,NA
game47,NA,383,384,What about the ice cream?,id26,13,NA
game47,NA,384,386,I mean the cake.,id26,13,NA
game47,NA,386,388,The cake?,I,13,NA
game47,NA,388,390,The cake that we made last time.,id26,13,NA
game47,NA,390,392,The cake that we made last time.,I,13,NA
game47,NA,392,394,The cake that we made last time.,I,13,NA
game47,NA,394,396,The cake that we made last time.,I,13,NA
game47,NA,396,401,"Oh, we were building a strawberry cherry cake.",I,13,NA
game47,NA,401,404,We're going to make a cake again.,id25,13,NA
game47,NA,404,406,I will turn the camera off now.,I,13,NA
game47,NA,406,408,Do you guys want to say bye bye?,I,13,NA
game47,NA,408,432,Bye bye.,I,13,NA
game48,NA,-147,-145,Do you guys want to say hi to the camera?,I,NA,0
game48,NA,-144,-143,Hi!,I,NA,0
game48,NA,-142,-140,So we'll start the game now. Are you guys ready?,I,NA,0
game48,NA,-139,-138,Now.,I,NA,0
game48,NA,-137,-135,"Yeah, we have some fun games.",I,NA,0
game48,NA,-135,-132,"So today, we will be playing a matching game.",I,NA,0
game48,NA,-132,-130,Do you know what a matching game is?,I,NA,0
game48,NA,-129,-127,"Uh, we try to match.",id27,NA,0
game48,NA,-126,-124,We try to match every match.,id27,NA,0
game48,NA,-123,-121,"Hey, I'm so good at matching games.",id27,NA,0
game48,NA,-121,-120,Really?,I,NA,0
game48,NA,-120,-119,Yeah.,id27,NA,0
game48,NA,-119,-117,I think I'll tried to beat my mom.,id27,NA,0
game48,NA,-117,-116,What.,I,NA,0
game48,NA,-116,-115,Yeah.,id27,NA,0
game48,NA,-115,-114,That is so cool.,I,NA,0
game48,NA,-114,-112,I did a matching game too.,id28,NA,0
game48,NA,-112,-111,"Well, that's great.",I,NA,0
game48,NA,-111,-108,"So today, we'll be playing a matching game and then show you how it works.",I,NA,0
game48,NA,-108,-106,Why did you get this stuffy?,id27,NA,0
game48,NA,-106,-105,"Wow, my friends.",I,NA,0
game48,NA,-103,-101,This is Smurphy.,I,NA,0
game48,NA,-101,-100,Say hi to Smurphy.,I,NA,0
game48,NA,-100,-99,"Hi, Smurphy.",id28,NA,0
game48,NA,-99,-98,"Hi, Smurphy.",I,NA,0
game48,NA,-98,-97,Hi.,I,NA,0
game48,NA,-97,-93,"Now, Smurphy really wants to play this matching game today.",I,NA,0
game48,NA,-93,-91,And he wants to guess.,I,NA,0
game48,NA,-91,-87,"So in front of you, you will see two pictures on your screen.",I,NA,0
game48,NA,-87,-81,"But only one of you, my friends, will see one picture in a black box.",I,NA,0
game48,NA,-81,-77,And Smurphy wants to guess that picture in the black box.,I,NA,0
game48,NA,-77,-76,Okay?,I,NA,0
game48,NA,-76,-73,"So, let's listen first.",I,NA,0
game48,NA,-73,-71,"So let's say, [id28], you have Smurphy, okay?",I,NA,0
game48,NA,-71,-66,"If you have Smurphy, you will be guessing the picture in the black box.",I,NA,0
game48,NA,-66,-59,"If you don't have Murphy, [id27], you will tell [id28] and Smurphy what you see in the black box.",i,NA,0
game48,NA,-59,-58,Okay?,I,NA,0
game48,NA,-58,-57,Okay?,I,NA,0
game48,NA,-57,-56,So let's try.,I,NA,0
game48,NA,-56,-51,"[id28], if you have Smurphy, will you be the guesser or will you be the teller?",I,NA,0
game48,NA,-51,-50,Guesser.,id28,NA,0
game48,NA,-50,-49,You will be the guesser.,I,NA,0
game48,NA,-49,-43,"And [id28], if you, oh, sorry, and [id27], if you don't have Smurphy, will you be the guesser",I,NA,0
game48,NA,-43,-42,or will you be the teller?,I,NA,0
game48,NA,-42,-41,The teller.,id27,NA,0
game48,NA,-41,-40,Great.,I,NA,0
game48,NA,-40,-39,Okay.,I,NA,0
game48,NA,-39,-34,"Now, to make our choices, we will just tap on the screen once, okay?",I,NA,0
game48,NA,-34,-31,"And once you tap on the screen, you will see one picture.",I,NA,0
game48,NA,-31,-29,"If you see a happy face, great.",I,NA,0
game48,NA,-29,-28,It was a match.,I,NA,0
game48,NA,-28,-25,You helped Smurphy find the right picture.,I,NA,0
game48,NA,-25,-22,"If you see a sad face, it wasn't a match.",I,NA,0
game48,NA,-22,-21,But it's okay.,I,NA,0
game48,NA,-21,-19,We can always try again.,I,NA,0
game48,NA,-19,-17,Do we have any questions?,I,NA,0
game48,NA,-17,-15,"Do you have any questions, yeah?",I,NA,0
game48,NA,-15,-12,Should we try to help Smurphy guess the right picture?,I,NA,0
game48,NA,-12,-11,Yeah?,I,NA,0
game48,NA,-11,-10,Are you ready?,I,NA,0
game48,NA,-10,-9,Okay.,I,NA,0
game48,NA,-9,-6,"So in order to start, we will press on the blue arrow.",I,NA,0
game48,NA,-6,-4,Do you want to press?,I,NA,0
game48,NA,-4,-2,Do I need to press?,I,NA,0
game48,NA,-2,0,"Yes, you do.",I,NA,0
game48,NA,0,1,Okay.,I,NA,0
game48,NA,1,5,"Now, it looks like [id27] will be guessing first.",I,0,0
game48,NA,5,8,"So [id28], what do we see in the black box?",I,0,0
game48,NA,8,9,A birdie.,id28,0,0
game48,NA,9,10,She sees a bird.,I,0,0
game48,NA,10,12,Do you see a bird?,I,0,0
game48,NA,12,13,Bird.,id27,0,0
game48,NA,13,16,Let's press on it.,I,0,0.5
game48,NA,16,17,Great.,I,0,0.5
game48,NA,17,20,You helped Smurphy find the right match.,I,0.5,1
game48,NA,20,22,Now it will be [id28]'s turn to guess.,I,0.5,1
game48,NA,22,25,"So [id27], what do we see in the black box?",I,1,1
game48,NA,25,27,A apple.,id27,1,1
game48,NA,27,28,Apple.,I,1,1
game48,NA,28,30,"Do you see an apple, [id28]?",I,1,1
game48,NA,30,31,Yes.,id28,1,1
game48,NA,31,35,Let's press it.,I,1,1.5
game48,NA,35,36,Great.,I,1,1.5
game48,NA,36,38,Thank you.,I,1.5,2
game48,NA,38,40,And now we will continue the game.,I,1.5,2
game48,NA,40,43,"And [id28], now what do we see in that black box?",I,2,2
game48,NA,43,44,A person.,id28,2,2
game48,NA,44,46,We see a person.,I,2,2
game48,NA,46,48,"Do you see a person, [id27]?",I,2,2
game48,NA,48,51,Yeah.,id27,2,2
game48,NA,51,53,Are you ready to make a choice?,I,2,2
game48,NA,53,56,Let's press on it.,I,2,2
game48,NA,56,60,Let's try again.,I,2,2.5
game48,NA,60,62,Great.,I,2.5,2.5
game48,NA,62,64,"Okay, here you go.",I,2.5,3
game48,NA,64,67,"Now, [id27], what do we see in the black box?",I,3,3
game48,NA,67,69,A person.,id27,3,3
game48,NA,69,72,She sees a person.,I,3,3
game48,NA,72,73,I see,id28,3,3
game48,NA,73,75,"A person, too.",id28,3,3
game48,NA,75,81,"If you think that's the match, just go ahead and press it.",I,3,3.5
game48,NA,81,83,Only [id28] had to press it.,I,3,3.5
game48,NA,83,84,It's okay.,I,3.5,4
game48,NA,84,87,"We can just move on to the next round, okay?",I,3.5,4
game48,NA,87,89,Here you go.,I,4,4
game48,NA,89,92,"Now, [id28], what do we see in the picture?",I,4,4
game48,NA,92,93,A flying person.,id28,4,4
game48,NA,93,95,A flying person.,I,4,4
game48,NA,95,97,"Do you see a flying person, [id27]?",I,4,4
game48,NA,97,98,Yeah.,id27,4,4
game48,NA,98,100,Let's press on it.,I,4,4
game48,NA,100,103,Let's press on it a little lightly.,I,4,4.5
game48,NA,103,105,Great.,I,4,4.5
game48,NA,105,107,"Okay, here you go.",I,4.5,5
game48,NA,107,110,"Now, [id27], what do we see in the black box?",I,5,5
game48,NA,110,112,A laying person.,id27,5,5
game48,NA,112,114,A laying person.,I,5,5
game48,NA,114,117,Do you see a laying person?,I,5,5
game48,NA,117,118,Yes.,id28,5,5
game48,NA,118,121,Let's press on the thing.,I,5,5.5
game48,NA,121,123,Great.,I,5,5.5
game48,NA,123,125,Let's pass Murphy on.,I,5.5,6
game48,NA,125,127,Here you go.,I,5.5,6
game48,NA,127,130,"Now, [id28], what do we see in the black box?",I,6,6
game48,NA,130,131,A walking person.,id28,6,6
game48,NA,131,133,A walking person.,I,6,6
game48,NA,133,138,Let's help Murphy make the choice.,I,6,6
game48,NA,138,140,A walking person.,I,6,6
game48,NA,140,142,A walking person.,id27,6,6
game48,NA,142,145,We'll just press on the one that we think it is.,I,6,6.5
game48,NA,145,147,Great.,I,6.5,6.5
game48,NA,147,149,"Okay, here you go.",I,6.5,7
game48,NA,149,153,"Now, what do we see, [id27], in the black box?",I,7,7
game48,NA,153,155,A person with this cube.,id27,7,7
game48,NA,155,157,A person with this cube?,I,7,7
game48,NA,157,160,A person with this cube.,I,7,7
game48,NA,160,162,Do you see a person with this cube?,I,7,7
game48,NA,162,163,Yeah.,id28,7,7
game48,NA,163,165,Let's press on it.,I,7,7.5
game48,NA,165,167,Great.,I,7,7.5
game48,NA,167,169,Thank you.,I,7.5,8
game48,NA,169,170,Here you go.,I,7.5,8
game48,NA,170,172,"Now, [id28], what do we see in the black box?",I,8,8
game48,NA,172,174,A lying person.,id28,8,8
game48,NA,174,176,A lying person.,I,8,8
game48,NA,176,178,I see a lying person.,id27,8,8
game48,NA,178,181,Let's press on it.,I,8,8.5
game48,NA,181,183,Great.,I,8.5,8.5
game48,NA,183,184,Here you go.,I,8.5,9
game48,NA,184,187,"Now, [id27], what do we see in the black box?",I,8.5,9
game48,NA,187,189,A flying person.,id27,9,9
game48,NA,189,192,A flying person.,I,9,9
game48,NA,192,194,Do you see a flying person?,I,9,9
game48,NA,194,196,Let's press on it.,I,9,9.5
game48,NA,196,198,Great.,I,9,9.5
game48,NA,198,200,Thank you.,I,9.5,10
game48,NA,200,202,Here you go.,I,9.5,10
game48,NA,202,204,"[id28], what do we see in the black box now?",I,10,10
game48,NA,204,207,A person standing up with a cube.,id28,10,10
game48,NA,207,210,A person standing up with a cube?,I,10,10
game48,NA,210,212,Me too.,id27,10,10
game48,NA,212,215,Let's press it.,I,10,10.5
game48,NA,215,217,Great.,I,10.5,10.5
game48,NA,217,219,Here you go.,I,10.5,11
game48,NA,219,221,"Now, [id27], what do we see in the black box?",I,11,11
game48,NA,221,223,A laying person.,id27,11,11
game48,NA,223,225,A laying person.,I,11,11
game48,NA,225,227,I see a laying person.,id28,11,11
game48,NA,227,230,Let's press on it.,I,11,11
game48,NA,230,232,"Do you see a lying person, [id28]?",I,11,11
game48,NA,232,234,Let's press it.,I,11,11.5
game48,NA,234,236,Great.,I,11,11.5
game48,NA,236,238,Thank you.,I,11.5,12
game48,NA,238,240,"Now, what do we see, [id28]?",I,12,12
game48,NA,240,242,A walking person.,id28,12,12
game48,NA,242,245,A walking person.,I,12,12
game48,NA,245,247,I see a walking person.,id27,12,12
game48,NA,247,250,Let's press on the one that we think is the match.,I,12,12.5
game48,NA,250,252,Great.,I,12.5,12.5
game48,NA,252,254,Here you go.,I,12.5,13
game48,NA,254,257,"Now, [id27], what do we see?",I,13,13
game48,NA,257,259,A flying person.,id27,13,13
game48,NA,259,263,I see a flying person too.,id28,13,NA
game48,NA,263,267,Here you go.,I,13,NA
game48,NA,267,270,"Well, my friends, we are done with the game.",I,13,NA
game48,NA,270,274,Thank you guys so much for helping Smurfy guess the right pictures.,I,13,NA
game48,NA,274,276,I'll just turn the camera off right now.,I,13,NA
game48,NA,276,278,Do you guys want to wave bye bye.,I,13,NA
game48,NA,278,307,Bye bye.,id28,13,NA
game49,NA,-149,-147,Do you guys want to wave hi?,I,NA,0
game49,NA,-146.36,-140.88,"Hi, okay. Now my friends. Are you guys ready to play the game? Yeah?",I,NA,0
game49,NA,-140.12,-135.2,"So today, we will be playing a matching game. Do we know what a matching game is?",I,NA,0
game49,NA,-129.12,-127.12,But have you played one before?,I,NA,0
game49,NA,-126.6,-124.6,Great. Have you played one before?,I,NA,0
game49,NA,-124.6,-121.6,I played one on a computer.,id29,NA,0
game49,NA,-121.6,-115.2,"Ah, okay. Perfect. Well, let me show you how it works. Okay. This, my friends, is Smurphy.",I,NA,0
game49,NA,-115,-113,Let's say hi to Smurphy.,I,NA,0
game49,NA,-112.8,-110.8,Hi [id30].,I,NA,0
game49,NA,-110.4,-106.2,"Hi [id29]. Okay, and Smurphy really wants to play this game today.",I,NA,0
game49,NA,-105.75999999999999,-101.47999999999999,"So in front of you, you will see two pictures on your screens,",I,NA,0
game49,NA,-101.08,-95.36,but only one of you friends will see one picture in a black box.,I,NA,0
game49,NA,-95.36,-90.4,And Smurphy wants to guess that picture in the black box. Okay.,I,NA,0
game49,NA,-89.8,-81.64,"So let's say  [id30], you have Smurphy. If you have Smurphy, you will guess the picture that is in the black box.",I,NA,0
game49,NA,-81.04,-77.28,"But  [id29], if you don't have Smurphy, you will tell",I,NA,0
game49,NA,-76.68,-70.24,[id30] and Smurphy what you see in the black box so that they can make the right guess. Does that make sense?,I,NA,0
game49,NA,-70.24,-63.08,"So let me ask you  [id30], if you have Mr Smurphy, will you be guessing or will you be the teller?",I,NA,0
game49,NA,-58.239999999999995,-51.8,"Yeah, you'll be guessing. And [id29], if you don't have Smurphy, will you be the guesser or will you be the teller?",I,NA,0
game49,NA,-50.8,-47,"Great, you'll be the teller. Now to make our decision,",I,NA,0
game49,NA,-47,-42,we will just tap on the screen once and you will see a picture on the screen.,I,NA,0
game49,NA,-42,-38.72,"You mean the blue? Not right now, but I'll let you know.",I,NA,0
game49,NA,-38.239999999999995,-33.36,"So if you tap on the screen and you see a picture, if you see a smiley face,",I,NA,0
game49,NA,-33.36,-29.159999999999997,"if you see a happy face, then great. You help Smurphy find the right match.",I,NA,0
game49,NA,-28.560000000000002,-20.960000000000008,"But if you see a sad face, it's okay. It wasn't a match, but you can always try again next time. Does that make sense?",I,NA,0
game49,NA,-20.75999999999999,-17.840000000000003,"Yeah, okay. Do you have any questions before we start?",I,NA,0
game49,NA,-17.840000000000003,-10.719999999999999,"No, no. Okay, great. Are we ready to help Smurphy guess the right pictures? Yeah?",I,NA,0
game49,NA,-10.719999999999999,-4.719999999999999,"Okay, so to begin, we will tap on the blue arrow on the screen and tap it.",I,NA,0
game49,NA,-1.9199999999999875,4,"Did we tap it,  [id30]? Let's tap it. Great. Okay, so now [id29] will be guessing first.",I,NA,0
game49,NA,4,12.319999999999993,"Let's listen carefully to what  [id30] wants to say.  [id30], what do we see in the black box?",I,0,0
game49,NA,12.319999999999993,18.319999999999993,A dog.,id30,0,0
game49,NA,20.319999999999993,25.439999999999998,Great. So you have helped Smurphy find the right match. Here you go.,I,0.5,1
game49,NA,25.439999999999998,28.80000000000001,"Now, [id29], what do we see in the black box?[id29]",I,1,1
game49,NA,28.80000000000001,34.16,A banana.,id29,1,1
game49,NA,38.16,44.72,"Great. So we'll pass it on. There you go.  [id30], now, what do we see in the black box?",I,1.5,2
game49,NA,46.72,55.68000000000001,Stickles.,id30,2,2
game49,NA,55.68000000000001,62.56,I can't find that.,id29,2,2
game49,NA,62.56,71.19999999999999,"Can we tell [id29] a little bit more about what we see in the black box? I don't know what that is. You don't know what that is? That is kind of tough, huh? What does it kind of look like to you?",I,2,2
game49,NA,71.19999999999999,78.88,A seesaw.,id30,2,2.5
game49,NA,78.88,87.75999999999999,"Great. Thank you. Okay,  [id30], here you go. [id29], what does this look like in the black box?",I,2.5,3
game49,NA,89.84,96.4,A flying people.,id29,3,3
game49,NA,96.4,110.88,"Let's try again. That's okay. We can always continue, right?  [id30], what do we see in the black box?",I,3,4
game49,NA,114.48000000000002,117.60000000000002,We have to tell [id29] what we see in the black box.,I,4,4
game49,NA,117.60000000000002,125.44,A kid.,id30,4,4
game49,NA,125.44,131.04000000000002,"No, I can't find him.",id29,4,4
game49,NA,131.04000000000002,135.36,"Do you see anything else,  [id30]?",I,4,4
game49,NA,135.36,144.16000000000003,"Well, we have to tell [id29] what we see in the black box, right? So what does this look like?",I,4,4
game49,NA,150.07999999999998,157.60000000000002,"No, no. It looks like a kid. Okay. Well,  [id30] says that she sees a kid. Let's try to make the best",I,4,4
game49,NA,157.60000000000002,168.16000000000003,"guess that we can, [id29]. Which one do you think looks most like a kid? Let's tap on the one that",I,4,4
game49,NA,168.16000000000003,183.60000000000002,"you think it is. Would you like to have, would you like to, would you like for  [id30] to say",I,4,4
game49,NA,183.60000000000002,189.12,"something else to help you make a guess? Yeah. Well,  [id30], is there anything else that we can",I,4,4
game49,NA,189.12,195.44,say to [id29] to help her make the guess? What does this look like?,I,4,4
game49,NA,199.60000000000002,209.44,"No, no. It is a tough one, huh? Well, let's see.  [id30] said that she sees a kid. Which one looks",I,4,4
game49,NA,209.44,221.60000000000002,most like a kid to you? Let's sit on this. Okay. Is there one that you feel like looks like a kid?,I,4,4
game49,NA,222.72000000000003,226.07999999999998,"No. Well, it's okay. We can just tap on the one that you think it is.",I,4,4
